Datum	Zeme	Latitude	Longitude	Production country appearances	Kumulativne	Kontinent	Filmy celkem	Koprodukcni filmy	Podil koprodukci	Koprodukce s Ceskem	Prvni vyskyt	Posledni vyskyt	Nejvyraznejsi rok	Top koprodukcni partneri	Ukazkove filmy	Ceny	Reziseri	DetailKey	Metric
01/07/2013	Ireland	53.4	-8.2	2	32	Evropa	54	39	72.2 %	1	1994	2025	2025 (4)	United Kingdom (27); USA (6); Germany (5); France (5); Netherlands (3); Italy (2); Canada (2); Belgium (2)	2025: Bogancloch; 2025: Christy; 2025: We Beg to Differ; 2025: Tin City; 2024: Kinds of Kindness	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Ireland	Production country appearances in KVIFF catalogue
01/07/2013	Israel	31	35	6	45	Blizky vychod	65	36	55.4 %	2	1996	2025	2013 (6)	France (20); Germany (12); USA (7); Palestine (4); Belgium (4); United Kingdom (2); Italy (2); Poland (2)	2025: Yes; 2025: Letter to David; 2024: Tropicana; 2022: America; 2022: June Zero	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Israel	Production country appearances in KVIFF catalogue
01/07/2013	Italy	41.9	12.6	10	221	Evropa	346	184	53.2 %	9	1994	2025	2012 (33)	France (117); Germany (31); United Kingdom (21); USA (20); Spain (17); Belgium (16); Switzerland (16); Czech Republic (9)	2025: Little Trouble Girls; 2025: April; 2025: Caravan; 2025: Vermiglio; 2025: Feeling Better	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Italy	Production country appearances in KVIFF catalogue
01/07/2013	Japan	36.2	138.3	3	110	Asie	176	41	23.3 %	1	1994	2025	2023 (16)	France (14); USA (9); Germany (7); Netherlands (6); South Korea (4); China (3); Spain (3); Taiwan (2)	2025: Renoir; 2025: Point Break; 2024: Artist of Fasting; 2024: Oyu; 2024: Franz Kafka's A Country Doctor	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Japan	Production country appearances in KVIFF catalogue
01/07/2013	Kazakhstan	48	66.9	1	28	Asie	34	14	41.2 %	1	1994	2025	1999 (9)	France (9); Russia (5); Germany (5); Switzerland (2); Georgia (2); Kyrgyzstan (1); Japan (1); Netherlands (1)	2025: Cadet; 2024: Steppenwolf; 2018: Gentle Indifference of the World; 2014: Corn Island; 2014: Adventure	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Kazakhstan	Production country appearances in KVIFF catalogue
01/07/2013	Luxembourg	49.8	6.1	2	18	Evropa	36	36	100 %	2	1997	2025	2022 (4)	France (19); Belgium (11); United Kingdom (8); Germany (7); Austria (6); USA (4); Switzerland (3); Netherlands (3)	2025: Kontinental '25; 2025: Timestamp; 2025: It Was Just an Accident; 2024: All We Imagine as Light; 2023: Delinquents	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Luxembourg	Production country appearances in KVIFF catalogue
01/07/2013	Mexico	23.6	-102.5	4	56	Latinska Amerika	94	48	51.1 %	1	1994	2025	2016 (9)	Spain (16); USA (14); France (13); Germany (12); Denmark (7); Netherlands (6); Argentina (5); Chile (3)	2025: Kill the Jockey; 2025: Blue Trail; 2025: Dreams; 2024: Dead Don't Hurt; 2024: Night Has Come	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Mexico	Production country appearances in KVIFF catalogue
01/07/2013	Moldova	47.4	28.4	1	2	Evropa	4	4	100 %	0	2002	2024	2024 (1)	Romania (2); USA (1); Germany (1); France (1)	2024: Alienated; 2015: Flavors Collection; 2013: Unsaved; 2002: Bed of Procrustes	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Moldova	Production country appearances in KVIFF catalogue
01/07/2013	Netherlands	52.1	5.3	9	132	Evropa	211	123	58.3 %	7	1992	2025	2002 (22)	France (41); Germany (32); Belgium (23); USA (16); United Kingdom (14); Argentina (9); Sweden (9); Denmark (8)	2025: Two Prosecutors; 2025: Blue Trail; 2025: Divia; 2025: Timestamp; 2025: January	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Netherlands	Production country appearances in KVIFF catalogue
01/07/2013	New Zealand	-40.9	174.9	1	10	Oceanie	13	4	30.8 %	0	1997	2016	2008 (2)	USA (2); United Kingdom (2)	2016: Hunt for the Wilderpeople; 2015: Slow West; 2014: What We Do in the Shadows; 2013: Fresh Meat; 2009: This Is Her	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	New Zealand	Production country appearances in KVIFF catalogue
01/07/2013	Norway	60.5	8.5	5	65	Evropa	100	45	45 %	2	1994	2025	2005 (11)	France (18); Sweden (15); Germany (14); Denmark (12); USA (5); Netherlands (5); Iceland (4); Qatar (4)	2025: Sentimental Value; 2025: Visitor; 2025: Don't Call Me Mama; 2025: Dreams; 2024: Shambhala	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Norway	Production country appearances in KVIFF catalogue
01/07/2013	Palestine	31.9	35.2	2	10	Blizky vychod	19	18	94.7 %	1	1997	2025	2025 (3)	France (10); Qatar (5); Israel (4); Germany (4); Canada (3); Netherlands (3); United Arab Emirates (3); Belgium (3)	2025: All That's Left of You; 2025: Partition; 2025: Put Your Soul on Your Hand and Walk; 2024: Bye Bye Tiberias; 2024: No Other Land	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Palestine	Production country appearances in KVIFF catalogue
01/07/2013	Peru	-9.2	-75	1	10	Latinska Amerika	12	7	58.3 %	0	2001	2025	2025 (1)	Spain (4); Argentina (2); France (2); USA (1); Germany (1); United Kingdom (1); Chile (1); Venezuela (1)	2025: Anatomy of the Horses; 2024: Night Has Come; 2013: Cleaner; 2011: Calm; 2010: October	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Peru	Production country appearances in KVIFF catalogue
01/07/2013	Philippines	12.9	122	2	9	Asie	25	10	40 %	0	2002	2025	2023 (3)	Singapore (6); France (5); Japan (2); Qatar (2); Indonesia (2); Germany (2); China (1); Thailand (1)	2025: Renoir; 2024: Viet and Nam; 2024: Cross My Heart and Hope To Die; 2023: Autobiography; 2023: When the Waves Are Gone	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Philippines	Production country appearances in KVIFF catalogue
01/07/2013	Poland	52	19.1	11	130	Evropa	201	78	38.8 %	22	1994	2025	2013 (11)	Czech Republic (22); Germany (22); France (19); Slovak Republic (12); Sweden (10); USA (6); Denmark (5); United Kingdom (5)	2025: Divia; 2025: Things You Kill; 2025: Trains; 2025: Son of Happiness; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Poland	Production country appearances in KVIFF catalogue
01/07/2013	Romania	45.9	24.9	5	36	Evropa	78	50	64.1 %	8	1994	2025	2015 (7)	France (19); Germany (16); Czech Republic (8); Bulgaria (7); Hungary (6); Italy (4); Netherlands (4); Poland (4)	2025: Two Prosecutors; 2025: Kontinental '25; 2025: Cinema Jazireh; 2024: Panopticon; 2024: If I Float	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Romania	Production country appearances in KVIFF catalogue
01/07/2013	Russia	61.5	105.3	8	229	Evropa	264	77	29.2 %	4	1992	2022	1998 (19)	Germany (27); France (26); Finland (6); Estonia (6); United Kingdom (5); Italy (5); Switzerland (5); Kazakhstan (5)	2022: Captain Volkonogov Escaped; 2022: Flood; 2021: Brighton 4th; 2021: Compartment No. 6; 2021: Conference	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Russia	Production country appearances in KVIFF catalogue
01/07/2013	Saudi Arabia	23.9	45.1	1	1	Blizky vychod	7	6	85.7 %	0	2013	2025	2023 (3)	Qatar (4); Germany (3); France (3); Egypt (2); Jordan (2); Sudan (1); Sweden (1); Morocco (1)	2025: All That's Left of You; 2024: Who Do I Belong To; 2023: Goodbye Julia; 2023: Inshallah a Boy; 2023: Mother of All Lies	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Saudi Arabia	Production country appearances in KVIFF catalogue
01/07/2013	Serbia	44	20.9	2	25	Evropa	54	42	77.8 %	1	2003	2025	2022 (5)	Croatia (18); Germany (10); Slovenia (10); France (9); Bosnia and Herzegovina (7); North Macedonia (7); Montenegro (5); Bulgaria (4)	2025: Little Trouble Girls; 2025: How Come It's All Green Out Here?; 2025: When The Phone Rang; 2025: Absolute 100; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Serbia	Production country appearances in KVIFF catalogue
01/07/2013	Slovak Republic	48.7	19.7	8	73	Evropa	179	152	84.9 %	144	1994	2025	2017 (15)	Czech Republic (144); France (19); Germany (13); Poland (12); Hungary (8); Austria (6); Ukraine (4); Slovenia (4)	2025: Hurikán; 2025: Tales from the Magic Garden; 2025: Action Item; 2025: Caravan; 2025: I Died in Irpin	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Slovak Republic	Production country appearances in KVIFF catalogue
01/07/2013	Slovenia	46.2	14.9	3	32	Evropa	59	36	61 %	9	1994	2025	2025 (5)	Croatia (13); Serbia (10); Czech Republic (9); France (7); Germany (7); Bosnia and Herzegovina (7); Italy (4); Slovak Republic (4)	2025: Little Trouble Girls; 2025: Tales from the Magic Garden; 2025: Greek Apricots; 2025: Prince Ki-Ki-Do: Surprise Egg; 2025: Prince Ki-Ki-Do: Winter Story	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Slovenia	Production country appearances in KVIFF catalogue
01/07/2013	South Africa	-30.6	22.9	1	9	Afrika	11	8	72.7 %	1	2005	2023	2006 (3)	USA (3); United Kingdom (3); Netherlands (2); Canada (1); China (1); Uganda (1); Luxembourg (1); India (1)	2023: Here & Elsewhere; 2023: Omen; 2013: Dredd; 2012: Under African Skies; 2008: Divizionz	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	South Africa	Production country appearances in KVIFF catalogue
01/07/2013	South Korea	36.5	127.8	4	100	Asie	130	16	12.3 %	1	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say to You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	South Korea	Production country appearances in KVIFF catalogue
01/07/2013	Spain	40.5	-3.7	5	180	Evropa	241	105	43.6 %	0	1992	2025	2001 (15)	France (45); Argentina (22); Italy (17); Mexico (16); Germany (12); United Kingdom (11); USA (10); Portugal (7)	2025: Kill the Jockey; 2025: Mysterious Gaze of the Flamingo; 2025: Anatomy of the Horses; 2025: Ariel; 2025: Sirât	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Spain	Production country appearances in KVIFF catalogue
01/07/2013	Sweden	60.1	18.6	6	95	Evropa	150	86	57.3 %	5	1995	2025	2010 (9)	Denmark (33); France (23); Germany (20); Norway (15); Finland (11); Poland (10); Netherlands (9); Iceland (7)	2025: Love That Remains; 2025: Visitor; 2024: Crossing; 2024: My Favourite Cake; 2024: Girl with the Needle	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Sweden	Production country appearances in KVIFF catalogue
01/07/2013	Switzerland	46.8	8.2	5	75	Evropa	140	99	70.7 %	6	1994	2025	2015 (12)	France (47); Germany (30); Italy (16); Austria (7); Czech Republic (6); United Kingdom (6); Belgium (6); Russia (5)	2025: Kontinental '25; 2025: Kuap; 2025: Teenage Cowboy; 2025: 1:10; 2024: Gloria!	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Switzerland	Production country appearances in KVIFF catalogue
01/07/2013	Thailand	15.9	101	2	15	Asie	21	7	33.3 %	0	1998	2025	2006 (4)	France (3); China (2); USA (2); Germany (2); Netherlands (1); South Korea (1); Hong Kong (1); Philippines (1)	2025: Crazy Lotus; 2022: Night Colonies; 2021: Memoria; 2021: Taste; 2021: Come Here	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Thailand	Production country appearances in KVIFF catalogue
01/07/2013	Turkey	39	35.2	5	41	Blizky vychod	69	44	63.8 %	1	1992	2025	2004 (11)	France (17); Germany (15); Greece (7); Bulgaria (6); Bosnia and Herzegovina (4); Switzerland (4); Qatar (4); Italy (3)	2025: Cinema Jazireh; 2025: Things You Kill; 2024: Shambhala; 2024: Crossing; 2024: Nothing in Its Place	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Turkey	Production country appearances in KVIFF catalogue
01/07/2013	Ukraine	48.4	31.2	1	21	Evropa	50	27	54 %	4	1997	2025	1998 (5)	France (7); Germany (6); Netherlands (6); Czech Republic (4); Slovak Republic (4); Poland (3); USA (3); Russia (2)	2025: Divia; 2025: Timestamp; 2025: I Died in Irpin; 2025: 2000 Metres to Andriivka; 2024: Porcelain War	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Ukraine	Production country appearances in KVIFF catalogue
01/07/2013	United Kingdom	55.4	-3.4	14	335	Evropa	507	227	44.8 %	14	1994	2025	2014 (39)	USA (69); France (51); Germany (32); Ireland (27); Italy (21); Canada (14); Czech Republic (14); Netherlands (14)	2025: Kontinental '25; 2025: Bogancloch; 2025: N3G; 2025: Barry Lyndon; 2025: Christy	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	United Kingdom	Production country appearances in KVIFF catalogue
01/07/2013	USA	39.8	-98.6	40	721	Severni Amerika	1077	273	25.3 %	15	1994	2025	2006 (61)	United Kingdom (69); France (60); Germany (44); Italy (20); Netherlands (16); Czech Republic (15); Canada (15); Mexico (14)	2025: Kill the Jockey; 2025: Divia; 2025: About a Hero; 2025: Barry Lyndon; 2025: Dreams	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	USA	Production country appearances in KVIFF catalogue
01/07/2013	USSR	61.5	105.3	2	14	Evropa	25	1	4 %	0	1995	2019	1999 (7)	Egypt (1)	2019: Dawn of a New Day; 2018: The Cranes Are Flying; 2017: Mirror; 2015: Ascent; 2015: Asthenic Syndrome	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	USSR	Production country appearances in KVIFF catalogue
01/07/2014	Albania	41.2	20.2	1	10	Evropa	14	12	85.7 %	1	1997	2021	2015 (2)	Kosovo (5); France (4); Germany (4); Italy (2); Switzerland (2); Poland (1); Czech Republic (1); Austria (1)	2021: Hive; 2019: Aga's House; 2015: Sworn Virgin; 2015: CHROMIUM; 2014: Bota	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Albania	Production country appearances in KVIFF catalogue
01/07/2014	Argentina	-38.4	-63.6	5	70	Latinska Amerika	99	64	64.6 %	1	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Argentina	Production country appearances in KVIFF catalogue
01/07/2014	Australia	-25.3	133.8	4	76	Oceanie	96	18	18.8 %	1	1992	2025	1997 (23)	USA (9); United Kingdom (4); France (3); Canada (2); Italy (1); Bhutan (1); Argentina (1); Denmark (1)	2025: Archipelago of Earthen Bones – To Bunya; 2025: Dangerous Animals; 2025: Lesbian Space Princess; 2024: Porcelain War; 2023: Limbo	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Australia	Production country appearances in KVIFF catalogue
01/07/2014	Austria	47.5	14.5	8	130	Evropa	192	88	45.8 %	6	1992	2025	2003 (11)	Germany (51); France (23); Switzerland (7); Luxembourg (6); Slovak Republic (6); Czech Republic (6); USA (5); Hungary (5)	2025: Perla; 2025: bluish; 2025: Perseidas; 2024: Village Next To Paradise; 2024: I’m Not Everything I Want to Be	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Austria	Production country appearances in KVIFF catalogue
01/07/2014	Azerbaijan	40.1	47.6	1	6	Asie	7	1	14.3 %	0	2000	2017	2017 (1)	Russia (1); Bulgaria (1)	2017: Pomegranate Orchard; 2014: Down the River; 2011: There Was Never a Better Brother; 2010: Dolls; 2009: 40th Door	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Azerbaijan	Production country appearances in KVIFF catalogue
01/07/2014	Belgium	50.5	4.5	5	131	Evropa	212	144	67.9 %	0	1992	2025	1999 (24)	France (107); Netherlands (23); Italy (16); Germany (12); United Kingdom (11); Luxembourg (11); Switzerland (6); Qatar (5)	2025: Mysterious Gaze of the Flamingo; 2025: Renovation; 2025: Vermiglio; 2025: Kika; 2025: Merckx	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Belgium	Production country appearances in KVIFF catalogue
01/07/2014	Bulgaria	42.7	25.5	2	31	Evropa	53	40	75.5 %	6	1994	2025	2018 (4)	Germany (14); France (11); Romania (7); Czech Republic (6); Turkey (6); Greece (5); Serbia (4); Russia (4)	2025: Cinema Jazireh; 2025: How Come It's All Green Out Here?; 2024: Windless; 2023: To the North; 2023: Citizen Saint	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Bulgaria	Production country appearances in KVIFF catalogue
01/07/2014	Burma	21.9	95.9	1	1	Asie	1	1	100 %	1	2014	2014	2014 (1)	Czech Republic (1)	2014: Monk	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Burma	Production country appearances in KVIFF catalogue
01/07/2014	Cambodia	12.6	104.9	1	2	Asie	4	4	100 %	0	2013	2021	2021 (1)	France (3); Australia (1); Japan (1); Germany (1); Belgium (1); Italy (1)	2021: Onoda - 10 000 Nights in the Jungle; 2016: Exile; 2014: Ruin; 2013: Missing Picture	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Cambodia	Production country appearances in KVIFF catalogue
01/07/2014	Canada	56.1	-106.3	7	166	Severni Amerika	219	76	34.7 %	2	1992	2025	2005 (16)	France (22); USA (15); United Kingdom (14); Germany (6); Belgium (4); Palestine (3); China (3); Lebanon (3)	2025: Things You Kill; 2025: Partition; 2025: Archipelago of Earthen Bones – To Bunya; 2025: Shattered Glass; 2025: Black Screen Too	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Canada	Production country appearances in KVIFF catalogue
01/07/2014	China	35.9	104.2	1	52	Asie	68	31	45.6 %	0	1994	2025	2002 (8)	France (12); Hong Kong (9); USA (7); Canada (3); Japan (3); United Kingdom (2); Germany (2); South Korea (2)	2025: Resurrection; 2025: Girls on Wire; 2024: Shambhala; 2024: Stranger; 2024: Brief History of a Family	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	China	Production country appearances in KVIFF catalogue
01/07/2014	Colombia	4.6	-74.3	1	5	Latinska Amerika	18	16	88.9 %	0	2004	2025	2015 (3)	France (6); Argentina (4); Germany (4); USA (3); Spain (3); Netherlands (3); Qatar (3); Denmark (2)	2025: Anatomy of the Horses; 2025: Forensics; 2023: Song of the Auricanturi; 2021: Memoria; 2021: Amparo	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Colombia	Production country appearances in KVIFF catalogue
01/07/2014	Croatia	45.1	15.2	2	33	Evropa	71	54	76.1 %	8	1994	2025	2017 (6)	Serbia (18); Slovenia (13); Germany (12); Bosnia and Herzegovina (10); Czech Republic (8); France (5); North Macedonia (4); Hungary (3)	2025: Little Trouble Girls; 2025: How Come It's All Green Out Here?; 2025: Greek Apricots; 2025: Other Side of Summer; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Croatia	Production country appearances in KVIFF catalogue
01/07/2014	Cyprus	35.1	33.4	1	3	Evropa	10	10	100 %	0	1995	2025	2025 (2)	Greece (6); Germany (4); USA (2); Slovenia (2); Israel (2); Yugoslavia (1); Italy (1); United Kingdom (1)	2025: All That's Left of You; 2025: Yes; 2023: Embryo Larva Butterfly; 2021: Patchwork; 2018: Profile	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Cyprus	Production country appearances in KVIFF catalogue
01/07/2014	Czech Republic	49.8	15.5	30	530	Evropa	783	249	31.8 %	0	1994	2025	1994 (46)	Slovak Republic (144); France (40); Germany (34); Poland (22); USA (15); United Kingdom (14); Italy (9); Slovenia (9)	2025: Hurikán; 2025: Tales from the Magic Garden; 2025: Action Item; 2025: Caravan; 2025: I Died in Irpin	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Czech Republic	Production country appearances in KVIFF catalogue
