Datum	Zeme	Latitude	Longitude	Production country appearances	Kumulativne	Kontinent	Filmy celkem	Koprodukcni filmy	Podil koprodukci	Koprodukce s Ceskem	Prvni vyskyt	Posledni vyskyt	Nejvyraznejsi rok	Top koprodukcni partneri	Ukazkove filmy	Ceny	Reziseri	DetailKey	Metric
01/07/1999	Canada	56.1	-106.3	15	48	Severni Amerika	219	76	34.7 %	2	1992	2025	2005 (16)	France (22); USA (15); United Kingdom (14); Germany (6); Belgium (4); Palestine (3); China (3); Lebanon (3)	2025: Things You Kill; 2025: Partition; 2025: Archipelago of Earthen Bones – To Bunya; 2025: Shattered Glass; 2025: Black Screen Too	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Canada	Production country appearances in KVIFF catalogue
01/07/1999	Croatia	45.1	15.2	1	3	Evropa	71	54	76.1 %	8	1994	2025	2017 (6)	Serbia (18); Slovenia (13); Germany (12); Bosnia and Herzegovina (10); Czech Republic (8); France (5); North Macedonia (4); Hungary (3)	2025: Little Trouble Girls; 2025: How Come It's All Green Out Here?; 2025: Greek Apricots; 2025: Other Side of Summer; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Croatia	Production country appearances in KVIFF catalogue
01/07/1999	Czech Republic	49.8	15.5	19	143	Evropa	783	249	31.8 %	0	1994	2025	1994 (46)	Slovak Republic (144); France (40); Germany (34); Poland (22); USA (15); United Kingdom (14); Italy (9); Slovenia (9)	2025: Hurikán; 2025: Tales from the Magic Garden; 2025: Action Item; 2025: Caravan; 2025: I Died in Irpin	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Czech Republic	Production country appearances in KVIFF catalogue
01/07/1999	Denmark	56.3	9.5	1	10	Evropa	150	84	56 %	6	1995	2025	2005 (10)	Sweden (33); France (28); Germany (22); Iceland (13); Norway (12); United Kingdom (10); Netherlands (8); Mexico (7)	2025: Kill the Jockey; 2025: Love That Remains; 2025: Sentimental Value; 2025: About a Hero; 2024: Crossing	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Denmark	Production country appearances in KVIFF catalogue
01/07/1999	Finland	61.9	25.7	2	16	Evropa	76	40	52.6 %	2	1992	2025	1995 (6)	Germany (18); Sweden (11); Estonia (6); Russia (6); Denmark (4); United Kingdom (3); Brazil (2); Latvia (2)	2025: Fish River Anthology; 2024: Preemptive Listening; 2024: Silent Trilogy; 2023: Fallen Leaves; 2023: Sisu	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Finland	Production country appearances in KVIFF catalogue
01/07/1999	France	46.2	2.2	21	128	Evropa	985	676	68.6 %	40	1992	2025	2024 (54)	Germany (152); Italy (117); Belgium (107); USA (60); United Kingdom (51); Switzerland (47); Spain (45); Netherlands (41)	2025: Two Prosecutors; 2025: Mysterious Gaze of the Flamingo; 2025: Renoir; 2025: Anatomy of the Horses; 2025: Hurikán	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	France	Production country appearances in KVIFF catalogue
01/07/1999	Georgia	42.3	43.4	1	5	Asie	32	23	71.9 %	1	1994	2025	2017 (5)	France (11); Germany (8); USA (3); Kazakhstan (2); Ukraine (2); Russia (2); Croatia (2); Qatar (2)	2025: April; 2024: Crossing; 2024: Panopticon; 2023: Citizen Saint; 2023: Blackbird Blackbird Blackberry	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Georgia	Production country appearances in KVIFF catalogue
01/07/1999	Germany	51.2	10.4	9	74	Evropa	653	434	66.5 %	34	1992	2025	2015 (30)	France (152); Austria (51); USA (44); Czech Republic (34); United Kingdom (32); Netherlands (32); Italy (31); Switzerland (30)	2025: All That's Left of You; 2025: Two Prosecutors; 2025: Mysterious Gaze of the Flamingo; 2025: Sentimental Value; 2025: Yes	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Germany	Production country appearances in KVIFF catalogue
01/07/1999	Hungary	47.2	19.5	2	26	Evropa	122	54	44.3 %	7	1992	2025	2000 (10)	Germany (22); France (11); Slovak Republic (8); Czech Republic (7); Romania (6); Austria (5); United Kingdom (4); USA (4)	2025: Diamond Beauty; 2025: Jimmy Jaguar; 2024: Explanation for Everything; 2023: Infinity Pool; 2023: White Plastic Sky	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Hungary	Production country appearances in KVIFF catalogue
01/07/1999	Iceland	64.9	-18.6	1	4	Evropa	50	29	58 %	1	1996	2025	2007 (5)	Denmark (13); United Kingdom (8); Sweden (7); Germany (6); France (6); USA (4); Norway (4); Poland (2)	2025: Love That Remains; 2024: When the Light Breaks; 2023: Nest; 2022: Beautiful Beings; 2022: Godland	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Iceland	Production country appearances in KVIFF catalogue
01/07/1999	Iran	32.4	53.7	3	12	Blizky vychod	103	25	24.3 %	1	1992	2025	2023 (13)	France (12); Germany (5); Italy (2); USA (2); United Kingdom (2); Turkey (2); Japan (1); Iraq (1)	2025: Cinema Jazireh; 2025: It Was Just an Accident; 2025: Put Your Soul on Your Hand and Walk; 2025: Tehran Another View; 2025: Bidad	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Iran	Production country appearances in KVIFF catalogue
01/07/1999	Italy	41.9	12.6	2	36	Evropa	346	184	53.2 %	9	1994	2025	2012 (33)	France (117); Germany (31); United Kingdom (21); USA (20); Spain (17); Belgium (16); Switzerland (16); Czech Republic (9)	2025: Little Trouble Girls; 2025: April; 2025: Caravan; 2025: Vermiglio; 2025: Feeling Better	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Italy	Production country appearances in KVIFF catalogue
01/07/1999	Kazakhstan	48	66.9	9	16	Asie	34	14	41.2 %	1	1994	2025	1999 (9)	France (9); Russia (5); Germany (5); Switzerland (2); Georgia (2); Kyrgyzstan (1); Japan (1); Netherlands (1)	2025: Cadet; 2024: Steppenwolf; 2018: Gentle Indifference of the World; 2014: Corn Island; 2014: Adventure	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Kazakhstan	Production country appearances in KVIFF catalogue
01/07/1999	Kyrgyzstan	41.2	74.8	1	1	Asie	8	7	87.5 %	0	1999	2018	2018 (1)	France (3); Russia (3); Germany (3); Kazakhstan (1); Netherlands (1); Japan (1)	2018: Suleiman Mountain; 2017: Centaur; 2015: Heavenly Nomadic; 2006: Wedding Chest; 2005: Saratan	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Kyrgyzstan	Production country appearances in KVIFF catalogue
01/07/1999	Lithuania	55.2	23.9	1	9	Evropa	60	24	40 %	1	1992	2025	2018 (11)	France (9); Germany (6); Latvia (6); Belgium (4); Netherlands (3); Poland (2); Romania (2); Estonia (2)	2025: Two Prosecutors; 2025: Renovation; 2025: Visitor; 2025: Trains; 2025: Hoofs on Skates	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Lithuania	Production country appearances in KVIFF catalogue
01/07/1999	Netherlands	52.1	5.3	5	24	Evropa	211	123	58.3 %	7	1992	2025	2002 (22)	France (41); Germany (32); Belgium (23); USA (16); United Kingdom (14); Argentina (9); Sweden (9); Denmark (8)	2025: Two Prosecutors; 2025: Blue Trail; 2025: Divia; 2025: Timestamp; 2025: January	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Netherlands	Production country appearances in KVIFF catalogue
01/07/1999	Norway	60.5	8.5	1	5	Evropa	100	45	45 %	2	1994	2025	2005 (11)	France (18); Sweden (15); Germany (14); Denmark (12); USA (5); Netherlands (5); Iceland (4); Qatar (4)	2025: Sentimental Value; 2025: Visitor; 2025: Don't Call Me Mama; 2025: Dreams; 2024: Shambhala	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Norway	Production country appearances in KVIFF catalogue
01/07/1999	Poland	52	19.1	4	28	Evropa	201	78	38.8 %	22	1994	2025	2013 (11)	Czech Republic (22); Germany (22); France (19); Slovak Republic (12); Sweden (10); USA (6); Denmark (5); United Kingdom (5)	2025: Divia; 2025: Things You Kill; 2025: Trains; 2025: Son of Happiness; 2024: Housekeeping for Beginners	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Poland	Production country appearances in KVIFF catalogue
01/07/1999	Romania	45.9	24.9	1	4	Evropa	78	50	64.1 %	8	1994	2025	2015 (7)	France (19); Germany (16); Czech Republic (8); Bulgaria (7); Hungary (6); Italy (4); Netherlands (4); Poland (4)	2025: Two Prosecutors; 2025: Kontinental '25; 2025: Cinema Jazireh; 2024: Panopticon; 2024: If I Float	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Romania	Production country appearances in KVIFF catalogue
01/07/1999	Russia	61.5	105.3	6	82	Evropa	264	77	29.2 %	4	1992	2022	1998 (19)	Germany (27); France (26); Finland (6); Estonia (6); United Kingdom (5); Italy (5); Switzerland (5); Kazakhstan (5)	2022: Captain Volkonogov Escaped; 2022: Flood; 2021: Brighton 4th; 2021: Compartment No. 6; 2021: Conference	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Russia	Production country appearances in KVIFF catalogue
01/07/1999	Slovenia	46.2	14.9	1	5	Evropa	59	36	61 %	9	1994	2025	2025 (5)	Croatia (13); Serbia (10); Czech Republic (9); France (7); Germany (7); Bosnia and Herzegovina (7); Italy (4); Slovak Republic (4)	2025: Little Trouble Girls; 2025: Tales from the Magic Garden; 2025: Greek Apricots; 2025: Prince Ki-Ki-Do: Surprise Egg; 2025: Prince Ki-Ki-Do: Winter Story	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Slovenia	Production country appearances in KVIFF catalogue
01/07/1999	South Korea	36.5	127.8	1	6	Asie	130	16	12.3 %	1	1992	2025	2001 (29)	France (6); Japan (4); USA (3); China (2); Germany (2); Tajikistan (1); Thailand (1); Netherlands (1)	2025: What Does that Nature Say to You; 2024: Nothing in Its Place; 2024: Artist of Fasting; 2024: Battery Mommy; 2024: Roundup: Punishment	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	South Korea	Production country appearances in KVIFF catalogue
01/07/1999	Spain	40.5	-3.7	1	36	Evropa	241	105	43.6 %	0	1992	2025	2001 (15)	France (45); Argentina (22); Italy (17); Mexico (16); Germany (12); United Kingdom (11); USA (10); Portugal (7)	2025: Kill the Jockey; 2025: Mysterious Gaze of the Flamingo; 2025: Anatomy of the Horses; 2025: Ariel; 2025: Sirât	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Spain	Production country appearances in KVIFF catalogue
01/07/1999	Sweden	60.1	18.6	1	9	Evropa	150	86	57.3 %	5	1995	2025	2010 (9)	Denmark (33); France (23); Germany (20); Norway (15); Finland (11); Poland (10); Netherlands (9); Iceland (7)	2025: Love That Remains; 2025: Visitor; 2024: Crossing; 2024: My Favourite Cake; 2024: Girl with the Needle	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Sweden	Production country appearances in KVIFF catalogue
01/07/1999	Switzerland	46.8	8.2	1	15	Evropa	140	99	70.7 %	6	1994	2025	2015 (12)	France (47); Germany (30); Italy (16); Austria (7); Czech Republic (6); United Kingdom (6); Belgium (6); Russia (5)	2025: Kontinental '25; 2025: Kuap; 2025: Teenage Cowboy; 2025: 1:10; 2024: Gloria!	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Switzerland	Production country appearances in KVIFF catalogue
01/07/1999	Tajikistan	38.9	71	1	2	Asie	2	2	100 %	0	1995	1999	1999 (1)	Russia (1); Switzerland (1); South Korea (1)	1999: The Flight of the Bee; 1995: Kosh ba Kosh	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Tajikistan	Production country appearances in KVIFF catalogue
01/07/1999	Turkey	39	35.2	1	3	Blizky vychod	69	44	63.8 %	1	1992	2025	2004 (11)	France (17); Germany (15); Greece (7); Bulgaria (6); Bosnia and Herzegovina (4); Switzerland (4); Qatar (4); Italy (3)	2025: Cinema Jazireh; 2025: Things You Kill; 2024: Shambhala; 2024: Crossing; 2024: Nothing in Its Place	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Turkey	Production country appearances in KVIFF catalogue
01/07/1999	United Kingdom	55.4	-3.4	6	63	Evropa	507	227	44.8 %	14	1994	2025	2014 (39)	USA (69); France (51); Germany (32); Ireland (27); Italy (21); Canada (14); Czech Republic (14); Netherlands (14)	2025: Kontinental '25; 2025: Bogancloch; 2025: N3G; 2025: Barry Lyndon; 2025: Christy	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	United Kingdom	Production country appearances in KVIFF catalogue
01/07/1999	USA	39.8	-98.6	11	208	Severni Amerika	1077	273	25.3 %	15	1994	2025	2006 (61)	United Kingdom (69); France (60); Germany (44); Italy (20); Netherlands (16); Czech Republic (15); Canada (15); Mexico (14)	2025: Kill the Jockey; 2025: Divia; 2025: About a Hero; 2025: Barry Lyndon; 2025: Dreams	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	USA	Production country appearances in KVIFF catalogue
01/07/1999	USSR	61.5	105.3	7	8	Evropa	25	1	4 %	0	1995	2019	1999 (7)	Egypt (1)	2019: Dawn of a New Day; 2018: The Cranes Are Flying; 2017: Mirror; 2015: Ascent; 2015: Asthenic Syndrome	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	USSR	Production country appearances in KVIFF catalogue
01/07/1999	Vietnam	14.1	108.3	1	3	Asie	8	5	62.5 %	0	1994	2024	2001 (2)	France (4); Singapore (3); Germany (2); United Kingdom (1); Thailand (1); Spain (1); Philippines (1); Netherlands (1)	2024: Viet and Nam; 2023: Inside the Yellow Cocoon Shell; 2021: Taste; 2001: Pho (Noodle Soup); 2001: The Season of Guavas	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Vietnam	Production country appearances in KVIFF catalogue
01/07/1999	Yugoslavia	44	20.9	14	24	Evropa	29	4	13.8 %	0	1994	2017	1999 (14)	Italy (2); Cyprus (1); USA (1); Canada (1); Germany (1)	2017: WR: Mysteries of the Organism; 2002: Boomerang; 2001: War Live; 2000: Sky Hook; 2000: A Film with No Name	Pripraveno pro doplneni cen. Aktualni country raw zdroj neobsahuje systematicke oceneni jednotlivych filmu.	Pripraveno pro doplneni reziseru. Aktualni agregacni raw zdroj je ve vygenerovane podobe systematicky neuklada.	Yugoslavia	Production country appearances in KVIFF catalogue
