První účast na KVIFF	Země	Latitude	Longitude	Production country appearances	Filmů celkem	Filmů celkem k danému roku	Podíl koprodukcí	Koprodukce s Českem	Kontinent	První účast na KVIFF	Zatím poslední účast na KVIFF	Nejvýraznější rok	Top koprodukční partneři	Ukázkové filmy	DetailKey	Metric
07.01.2018	Uruguay	-32.5	-55.8	1	16	12	87.5 %	0	Amerika (Jižní)	2001	2022	2019 (2)	Argentina (10); Germany (6); Spain (4); Netherlands (3); France (3); Brazil (3); Canada (1); Italy (1)	2022: Utama; 2021: Employer and the Employee; 2019: Monos; 2019: Sharks; 2018: Loveling	Uruguay	Production country appearances in KVIFF catalogue
07.01.2019	Uruguay	-32.5	-55.8	2	16	14	87.5 %	0	Amerika (Jižní)	2001	2022	2019 (2)	Argentina (10); Germany (6); Spain (4); Netherlands (3); France (3); Brazil (3); Canada (1); Italy (1)	2022: Utama; 2021: Employer and the Employee; 2019: Monos; 2019: Sharks; 2018: Loveling	Uruguay	Production country appearances in KVIFF catalogue
07.01.2021	Uruguay	-32.5	-55.8	1	16	15	87.5 %	0	Amerika (Jižní)	2001	2022	2019 (2)	Argentina (10); Germany (6); Spain (4); Netherlands (3); France (3); Brazil (3); Canada (1); Italy (1)	2022: Utama; 2021: Employer and the Employee; 2019: Monos; 2019: Sharks; 2018: Loveling	Uruguay	Production country appearances in KVIFF catalogue
07.01.2022	Uruguay	-32.5	-55.8	1	16	16	87.5 %	0	Amerika (Jižní)	2001	2022	2019 (2)	Argentina (10); Germany (6); Spain (4); Netherlands (3); France (3); Brazil (3); Canada (1); Italy (1)	2022: Utama; 2021: Employer and the Employee; 2019: Monos; 2019: Sharks; 2018: Loveling	Uruguay	Production country appearances in KVIFF catalogue
07.01.2026	Uruguay	-32.5	-55.8	1	16	17	87.5 %	0	Amerika (Jižní)	2001	2022	2019 (2)	Argentina (10); Germany (6); Spain (4); Netherlands (3); France (3); Brazil (3); Canada (1); Italy (1)	2022: Utama; 2021: Employer and the Employee; 2019: Monos; 2019: Sharks; 2018: Loveling	Uruguay	Production country appearances in KVIFF catalogue
07.01.1996	Venezuela	6.4	-66.6	1	4	1	75 %	0	Amerika (Jižní)	1996	2017	2017 (1)	Peru (1); Colombia (1); Argentina (1); Chile (1); Norway (1)	2017: familia; 2015: Embrace of the Serpent; 2008: Postcards from Leningrad; 1996: The Crystal Mountain	Venezuela	Production country appearances in KVIFF catalogue
07.01.2008	Venezuela	6.4	-66.6	1	4	2	75 %	0	Amerika (Jižní)	1996	2017	2017 (1)	Peru (1); Colombia (1); Argentina (1); Chile (1); Norway (1)	2017: familia; 2015: Embrace of the Serpent; 2008: Postcards from Leningrad; 1996: The Crystal Mountain	Venezuela	Production country appearances in KVIFF catalogue
07.01.2015	Venezuela	6.4	-66.6	1	4	3	75 %	0	Amerika (Jižní)	1996	2017	2017 (1)	Peru (1); Colombia (1); Argentina (1); Chile (1); Norway (1)	2017: familia; 2015: Embrace of the Serpent; 2008: Postcards from Leningrad; 1996: The Crystal Mountain	Venezuela	Production country appearances in KVIFF catalogue
07.01.2017	Venezuela	6.4	-66.6	1	4	4	75 %	0	Amerika (Jižní)	1996	2017	2017 (1)	Peru (1); Colombia (1); Argentina (1); Chile (1); Norway (1)	2017: familia; 2015: Embrace of the Serpent; 2008: Postcards from Leningrad; 1996: The Crystal Mountain	Venezuela	Production country appearances in KVIFF catalogue
07.01.1995	Argentina	-38.4	-63.6	2	99	2	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.1998	Argentina	-38.4	-63.6	4	99	6	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.1999	Argentina	-38.4	-63.6	1	99	7	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2001	Argentina	-38.4	-63.6	6	99	13	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2002	Argentina	-38.4	-63.6	6	99	19	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2003	Argentina	-38.4	-63.6	5	99	24	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2004	Argentina	-38.4	-63.6	5	99	29	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2005	Argentina	-38.4	-63.6	6	99	35	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2006	Argentina	-38.4	-63.6	7	99	42	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2007	Argentina	-38.4	-63.6	7	99	49	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2008	Argentina	-38.4	-63.6	4	99	53	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2009	Argentina	-38.4	-63.6	6	99	59	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2010	Argentina	-38.4	-63.6	2	99	61	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2011	Argentina	-38.4	-63.6	2	99	63	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2013	Argentina	-38.4	-63.6	2	99	65	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2014	Argentina	-38.4	-63.6	5	99	70	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2015	Argentina	-38.4	-63.6	2	99	72	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2016	Argentina	-38.4	-63.6	2	99	74	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2017	Argentina	-38.4	-63.6	1	99	75	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2018	Argentina	-38.4	-63.6	5	99	80	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2019	Argentina	-38.4	-63.6	5	99	85	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2021	Argentina	-38.4	-63.6	3	99	88	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2022	Argentina	-38.4	-63.6	4	99	92	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2023	Argentina	-38.4	-63.6	3	99	95	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2024	Argentina	-38.4	-63.6	3	99	98	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2025	Argentina	-38.4	-63.6	1	99	99	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2026	Argentina	-38.4	-63.6	6	99	105	64.6 %	1	Amerika (Jižní)	1995	2025	2007 (7)	Spain (22); France (20); Germany (16); Brazil (11); Uruguay (10); Netherlands (9); Italy (8); USA (8)	2025: Kill the Jockey; 2024: Sleep with Your Eyes Open; 2024: AliEN0089; 2024: Rescue: The Weight of the World; 2023: Delinquents	Argentina	Production country appearances in KVIFF catalogue
07.01.2022	Bolívie	-16.3	-63.6	2	3	2	100 %	0	Amerika (Jižní)	2022	2025	2022 (2)	France (2); Qatar (1); Switzerland (1); Uruguay (1); USA (1)	2025: Language of the Entrails; 2022: gran movimiento; 2022: Utama	Bolivia	Production country appearances in KVIFF catalogue
07.01.2025	Bolívie	-16.3	-63.6	1	3	3	100 %	0	Amerika (Jižní)	2022	2025	2022 (2)	France (2); Qatar (1); Switzerland (1); Uruguay (1); USA (1)	2025: Language of the Entrails; 2022: gran movimiento; 2022: Utama	Bolivia	Production country appearances in KVIFF catalogue
07.01.1995	Brazílie	-14.2	-51.9	1	74	1	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.1998	Brazílie	-14.2	-51.9	1	74	2	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.1999	Brazílie	-14.2	-51.9	1	74	3	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2000	Brazílie	-14.2	-51.9	2	74	5	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2001	Brazílie	-14.2	-51.9	4	74	9	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2002	Brazílie	-14.2	-51.9	18	74	27	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2003	Brazílie	-14.2	-51.9	3	74	30	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2005	Brazílie	-14.2	-51.9	2	74	32	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2006	Brazílie	-14.2	-51.9	6	74	38	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2007	Brazílie	-14.2	-51.9	1	74	39	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2008	Brazílie	-14.2	-51.9	2	74	41	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2010	Brazílie	-14.2	-51.9	1	74	42	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2011	Brazílie	-14.2	-51.9	1	74	43	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2012	Brazílie	-14.2	-51.9	2	74	45	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2015	Brazílie	-14.2	-51.9	3	74	48	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2016	Brazílie	-14.2	-51.9	2	74	50	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2017	Brazílie	-14.2	-51.9	2	74	52	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2018	Brazílie	-14.2	-51.9	6	74	58	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2019	Brazílie	-14.2	-51.9	4	74	62	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2021	Brazílie	-14.2	-51.9	3	74	65	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
07.01.2022	Brazílie	-14.2	-51.9	2	74	67	44.6 %	0	Amerika (Jižní)	1995	2025	2002 (18)	France (20); Germany (11); Argentina (11); Portugal (5); Netherlands (5); Spain (4); Chile (3); Uruguay (3)	2025: KontinentalÂ '25; 2025: Blue Trail; 2025: Future Future; 2024: Sleep with Your Eyes Open; 2023: Delinquents	Brazil	Production country appearances in KVIFF catalogue
