key	country_cs	continent	year	appearances	cumulative
Georgia	Gruzie	Asie	2013	2	10
Georgia	Gruzie	Asie	2014	2	12
Georgia	Gruzie	Asie	2016	2	14
Georgia	Gruzie	Asie	2017	5	19
Georgia	Gruzie	Asie	2018	1	20
Georgia	Gruzie	Asie	2019	1	21
Georgia	Gruzie	Asie	2021	3	24
Georgia	Gruzie	Asie	2022	1	25
Georgia	Gruzie	Asie	2023	4	29
Georgia	Gruzie	Asie	2024	2	31
Georgia	Gruzie	Asie	2025	1	32
Germany	Německo	Evropa	1992	1	1
Germany	Německo	Evropa	1994	6	7
Germany	Německo	Evropa	1995	13	20
Germany	Německo	Evropa	1996	17	37
Germany	Německo	Evropa	1997	14	51
Germany	Německo	Evropa	1998	14	65
Germany	Německo	Evropa	1999	9	74
Germany	Německo	Evropa	2000	24	98
Germany	Německo	Evropa	2001	24	122
Germany	Německo	Evropa	2002	24	146
Germany	Německo	Evropa	2003	23	169
Germany	Německo	Evropa	2004	26	195
Germany	Německo	Evropa	2005	24	219
Germany	Německo	Evropa	2006	23	242
Germany	Německo	Evropa	2007	28	270
Germany	Německo	Evropa	2008	22	292
Germany	Německo	Evropa	2009	27	319
Germany	Německo	Evropa	2010	20	339
Germany	Německo	Evropa	2011	20	359
Germany	Německo	Evropa	2012	25	384
Germany	Německo	Evropa	2013	28	412
Germany	Německo	Evropa	2014	24	436
Germany	Německo	Evropa	2015	30	466
Germany	Německo	Evropa	2016	18	484
Germany	Německo	Evropa	2017	24	508
Germany	Německo	Evropa	2018	24	532
Germany	Německo	Evropa	2019	15	547
Germany	Německo	Evropa	2021	15	562
Germany	Německo	Evropa	2022	23	585
Germany	Německo	Evropa	2023	26	611
Germany	Německo	Evropa	2024	27	638
Germany	Německo	Evropa	2025	15	653
Germany	Německo	Evropa	2026	24	677
Ghana	Ghana	Afrika	2011	1	1
Greece	Řecko	Evropa	1995	2	2
Greece	Řecko	Evropa	1996	1	3
Greece	Řecko	Evropa	1997	1	4
Greece	Řecko	Evropa	1998	1	5
Greece	Řecko	Evropa	2000	2	7
Greece	Řecko	Evropa	2001	4	11
Greece	Řecko	Evropa	2002	2	13
Greece	Řecko	Evropa	2003	2	15
Greece	Řecko	Evropa	2004	2	17
Greece	Řecko	Evropa	2005	6	23
Greece	Řecko	Evropa	2006	2	25
Greece	Řecko	Evropa	2007	2	27
Greece	Řecko	Evropa	2008	2	29
Greece	Řecko	Evropa	2009	3	32
Greece	Řecko	Evropa	2010	2	34
Greece	Řecko	Evropa	2011	8	42
Greece	Řecko	Evropa	2012	5	47
Greece	Řecko	Evropa	2013	4	51
Greece	Řecko	Evropa	2014	5	56
Greece	Řecko	Evropa	2015	10	66
Greece	Řecko	Evropa	2016	2	68
Greece	Řecko	Evropa	2018	3	71
Greece	Řecko	Evropa	2019	3	74
Greece	Řecko	Evropa	2021	3	77
Greece	Řecko	Evropa	2022	2	79
Greece	Řecko	Evropa	2023	2	81
Greece	Řecko	Evropa	2025	3	84
Greece	Řecko	Evropa	2026	5	89
Guatemala	Guatemala	Amerika (Jižní)	2015	1	1
Guinea	Guinea	Afrika	2006	1	1
Guinea-Bissau	Guinea-Bissau	Afrika	2026	1	1
Hong Kong	Hong Kong	Asie	1995	6	6
Hong Kong	Hong Kong	Asie	1996	4	10
Hong Kong	Hong Kong	Asie	1998	3	13
Hong Kong	Hong Kong	Asie	2002	2	15
Hong Kong	Hong Kong	Asie	2003	2	17
Hong Kong	Hong Kong	Asie	2005	1	18
Hong Kong	Hong Kong	Asie	2006	1	19
Hong Kong	Hong Kong	Asie	2007	2	21
Hong Kong	Hong Kong	Asie	2012	1	22
Hong Kong	Hong Kong	Asie	2013	1	23
Hong Kong	Hong Kong	Asie	2014	1	24
Hong Kong	Hong Kong	Asie	2017	1	25
Hong Kong	Hong Kong	Asie	2019	1	26
Hong Kong	Hong Kong	Asie	2022	1	27
Hong Kong	Hong Kong	Asie	2023	1	28
Hong Kong	Hong Kong	Asie	2024	1	29
Hong Kong	Hong Kong	Asie	2025	2	31
Hungary	Maďarsko	Evropa	1992	1	1
Hungary	Maďarsko	Evropa	1994	8	9
Hungary	Maďarsko	Evropa	1995	5	14
Hungary	Maďarsko	Evropa	1996	2	16
Hungary	Maďarsko	Evropa	1997	3	19
Hungary	Maďarsko	Evropa	1998	5	24
Hungary	Maďarsko	Evropa	1999	2	26
Hungary	Maďarsko	Evropa	2000	10	36
Hungary	Maďarsko	Evropa	2001	6	42
Hungary	Maďarsko	Evropa	2002	6	48
Hungary	Maďarsko	Evropa	2003	5	53
Hungary	Maďarsko	Evropa	2004	8	61
Hungary	Maďarsko	Evropa	2005	6	67
Hungary	Maďarsko	Evropa	2006	3	70
Hungary	Maďarsko	Evropa	2007	3	73
Hungary	Maďarsko	Evropa	2008	9	82
Hungary	Maďarsko	Evropa	2009	7	89
Hungary	Maďarsko	Evropa	2010	2	91
Hungary	Maďarsko	Evropa	2011	1	92
Hungary	Maďarsko	Evropa	2012	4	96
Hungary	Maďarsko	Evropa	2013	1	97
Hungary	Maďarsko	Evropa	2014	4	101
Hungary	Maďarsko	Evropa	2015	4	105
Hungary	Maďarsko	Evropa	2016	3	108
Hungary	Maďarsko	Evropa	2017	2	110
Hungary	Maďarsko	Evropa	2018	1	111
Hungary	Maďarsko	Evropa	2019	2	113
Hungary	Maďarsko	Evropa	2021	2	115
Hungary	Maďarsko	Evropa	2022	2	117
Hungary	Maďarsko	Evropa	2023	2	119
Hungary	Maďarsko	Evropa	2024	1	120
Hungary	Maďarsko	Evropa	2025	2	122
Hungary	Maďarsko	Evropa	2026	3	125
Iceland	Island	Evropa	1996	1	1
Iceland	Island	Evropa	1997	2	3
Iceland	Island	Evropa	1999	1	4
Iceland	Island	Evropa	2000	1	5
Iceland	Island	Evropa	2002	1	6
Iceland	Island	Evropa	2003	3	9
Iceland	Island	Evropa	2004	2	11
Iceland	Island	Evropa	2005	2	13
Iceland	Island	Evropa	2006	1	14
Iceland	Island	Evropa	2007	5	19
Iceland	Island	Evropa	2008	3	22
Iceland	Island	Evropa	2009	2	24
Iceland	Island	Evropa	2010	1	25
Iceland	Island	Evropa	2011	4	29
Iceland	Island	Evropa	2012	2	31
Iceland	Island	Evropa	2013	1	32
Iceland	Island	Evropa	2014	3	35
Iceland	Island	Evropa	2015	3	38
Iceland	Island	Evropa	2018	1	39
Iceland	Island	Evropa	2019	2	41
Iceland	Island	Evropa	2021	3	44
Iceland	Island	Evropa	2022	3	47
Iceland	Island	Evropa	2023	1	48
Iceland	Island	Evropa	2024	1	49
Iceland	Island	Evropa	2025	1	50
India	Indie	Asie	1994	2	2
India	Indie	Asie	1995	1	3
India	Indie	Asie	1996	2	5
India	Indie	Asie	1997	2	7
India	Indie	Asie	1998	3	10
India	Indie	Asie	2000	2	12
India	Indie	Asie	2001	2	14
India	Indie	Asie	2002	6	20
India	Indie	Asie	2003	2	22
India	Indie	Asie	2004	4	26
India	Indie	Asie	2005	1	27
India	Indie	Asie	2006	1	28
India	Indie	Asie	2007	1	29
India	Indie	Asie	2008	2	31
India	Indie	Asie	2009	3	34
India	Indie	Asie	2010	1	35
India	Indie	Asie	2012	1	36
India	Indie	Asie	2013	2	38
India	Indie	Asie	2014	8	46
India	Indie	Asie	2015	2	48
India	Indie	Asie	2016	1	49
India	Indie	Asie	2017	2	51
India	Indie	Asie	2023	1	52
India	Indie	Asie	2024	5	57
India	Indie	Asie	2026	3	60
Indonesia	Indonésie	Asie	2002	1	1
Indonesia	Indonésie	Asie	2008	1	2
Indonesia	Indonésie	Asie	2009	1	3
Indonesia	Indonésie	Asie	2012	1	4
Indonesia	Indonésie	Asie	2013	2	6
Indonesia	Indonésie	Asie	2014	2	8
Indonesia	Indonésie	Asie	2017	2	10
Indonesia	Indonésie	Asie	2021	1	11
Indonesia	Indonésie	Asie	2023	2	13
Indonesia	Indonésie	Asie	2024	1	14
Indonesia	Indonésie	Asie	2025	1	15
Indonesia	Indonésie	Asie	2026	1	16
Iran	Írán	Blízký východ	1992	1	1
Iran	Írán	Blízký východ	1995	3	4
Iran	Írán	Blízký východ	1996	1	5
Iran	Írán	Blízký východ	1997	3	8
Iran	Írán	Blízký východ	1998	1	9
Iran	Írán	Blízký východ	1999	3	12
Iran	Írán	Blízký východ	2000	3	15
Iran	Írán	Blízký východ	2001	5	20
Iran	Írán	Blízký východ	2002	6	26
Iran	Írán	Blízký východ	2003	4	30
Iran	Írán	Blízký východ	2004	6	36
Iran	Írán	Blízký východ	2005	6	42
Iran	Írán	Blízký východ	2006	5	47
Iran	Írán	Blízký východ	2007	1	48
Iran	Írán	Blízký východ	2008	3	51
Iran	Írán	Blízký východ	2009	2	53
Iran	Írán	Blízký východ	2010	4	57
Iran	Írán	Blízký východ	2011	1	58
Iran	Írán	Blízký východ	2012	3	61
Iran	Írán	Blízký východ	2013	5	66
Iran	Írán	Blízký východ	2014	2	68
Iran	Írán	Blízký východ	2015	1	69
Iran	Írán	Blízký východ	2016	1	70
Iran	Írán	Blízký východ	2017	3	73
Iran	Írán	Blízký východ	2018	3	76
Iran	Írán	Blízký východ	2019	1	77
Iran	Írán	Blízký východ	2021	2	79
Iran	Írán	Blízký východ	2022	4	83
Iran	Írán	Blízký východ	2023	13	96
Iran	Írán	Blízký východ	2024	2	98
Iran	Írán	Blízký východ	2025	5	103
Iran	Írán	Blízký východ	2026	2	105
Iraq	Irák	Blízký východ	2005	1	1
Iraq	Irák	Blízký východ	2006	2	3
Iraq	Irák	Blízký východ	2010	1	4
Iraq	Irák	Blízký východ	2013	5	9
Iraq	Irák	Blízký východ	2014	1	10
Iraqi Kurdistan	Irácký Kurdistán	Blízký východ	2021	1	1
Ireland	Irsko	Evropa	1994	2	2
Ireland	Irsko	Evropa	1996	1	3
Ireland	Irsko	Evropa	2000	3	6
Ireland	Irsko	Evropa	2001	2	8
Ireland	Irsko	Evropa	2002	1	9
Ireland	Irsko	Evropa	2003	4	13
Ireland	Irsko	Evropa	2004	2	15
Ireland	Irsko	Evropa	2006	1	16
Ireland	Irsko	Evropa	2007	3	19
Ireland	Irsko	Evropa	2008	3	22
Ireland	Irsko	Evropa	2009	1	23
Ireland	Irsko	Evropa	2010	3	26
Ireland	Irsko	Evropa	2011	1	27
Ireland	Irsko	Evropa	2012	3	30
Ireland	Irsko	Evropa	2013	2	32
Ireland	Irsko	Evropa	2014	2	34
Ireland	Irsko	Evropa	2015	2	36
Ireland	Irsko	Evropa	2016	2	38
Ireland	Irsko	Evropa	2017	3	41
Ireland	Irsko	Evropa	2018	2	43
Ireland	Irsko	Evropa	2019	1	44
Ireland	Irsko	Evropa	2021	1	45
Ireland	Irsko	Evropa	2023	2	47
Ireland	Irsko	Evropa	2024	3	50
Ireland	Irsko	Evropa	2025	4	54
Ireland	Irsko	Evropa	2026	3	57
Israel	Izrael	Blízký východ	1996	3	3
Israel	Izrael	Blízký východ	1997	1	4
Israel	Izrael	Blízký východ	2001	3	7
Israel	Izrael	Blízký východ	2002	2	9
Israel	Izrael	Blízký východ	2003	2	11
Israel	Izrael	Blízký východ	2004	4	15
Israel	Izrael	Blízký východ	2005	5	20
Israel	Izrael	Blízký východ	2006	3	23
Israel	Izrael	Blízký východ	2007	2	25
Israel	Izrael	Blízký východ	2008	2	27
Israel	Izrael	Blízký východ	2009	5	32
Israel	Izrael	Blízký východ	2010	3	35
Israel	Izrael	Blízký východ	2011	2	37
Israel	Izrael	Blízký východ	2012	2	39
Israel	Izrael	Blízký východ	2013	6	45
Israel	Izrael	Blízký východ	2014	2	47
Israel	Izrael	Blízký východ	2015	2	49
Israel	Izrael	Blízký východ	2016	4	53
Israel	Izrael	Blízký východ	2017	2	55
Israel	Izrael	Blízký východ	2018	2	57
Israel	Izrael	Blízký východ	2021	3	60
Israel	Izrael	Blízký východ	2022	2	62
Israel	Izrael	Blízký východ	2024	1	63
Israel	Izrael	Blízký východ	2025	2	65
Italy	Itálie	Evropa	1994	10	10
Italy	Itálie	Evropa	1995	8	18
Italy	Itálie	Evropa	1996	3	21
Italy	Itálie	Evropa	1997	6	27
Italy	Itálie	Evropa	1998	7	34
Italy	Itálie	Evropa	1999	2	36
Italy	Itálie	Evropa	2000	11	47
Italy	Itálie	Evropa	2001	11	58
Italy	Itálie	Evropa	2002	10	68
Italy	Itálie	Evropa	2003	15	83
Italy	Itálie	Evropa	2004	12	95
Italy	Itálie	Evropa	2005	13	108
Italy	Itálie	Evropa	2006	9	117
Italy	Itálie	Evropa	2007	15	132
Italy	Itálie	Evropa	2008	12	144
Italy	Itálie	Evropa	2009	14	158
Italy	Itálie	Evropa	2010	11	169
Italy	Itálie	Evropa	2011	9	178
Italy	Itálie	Evropa	2012	33	211
Italy	Itálie	Evropa	2013	10	221
Italy	Itálie	Evropa	2014	22	243
Italy	Itálie	Evropa	2015	15	258
Italy	Itálie	Evropa	2016	9	267
Italy	Itálie	Evropa	2017	8	275
Italy	Itálie	Evropa	2018	11	286
Italy	Itálie	Evropa	2019	8	294
Italy	Itálie	Evropa	2021	6	300
Italy	Itálie	Evropa	2022	8	308
Italy	Itálie	Evropa	2023	14	322
Italy	Itálie	Evropa	2024	14	336
Italy	Itálie	Evropa	2025	10	346
Italy	Itálie	Evropa	2026	11	357
Ivory Coast	Ivory Coast	Afrika	2021	1	1
Ivory Coast	Ivory Coast	Afrika	2026	1	2
Jamaica	Jamajka	Amerika (Jižní)	2018	1	1
Japan	Japonsko	Asie	1994	1	1
Japan	Japonsko	Asie	1995	3	4
Japan	Japonsko	Asie	1996	5	9
Japan	Japonsko	Asie	1997	3	12
Japan	Japonsko	Asie	1998	11	23
Japan	Japonsko	Asie	2000	3	26
Japan	Japonsko	Asie	2001	2	28
Japan	Japonsko	Asie	2002	10	38
Japan	Japonsko	Asie	2003	14	52
Japan	Japonsko	Asie	2004	4	56
Japan	Japonsko	Asie	2005	16	72
Japan	Japonsko	Asie	2006	3	75
Japan	Japonsko	Asie	2007	14	89
Japan	Japonsko	Asie	2008	2	91
Japan	Japonsko	Asie	2009	7	98
Japan	Japonsko	Asie	2010	3	101
Japan	Japonsko	Asie	2011	3	104
Japan	Japonsko	Asie	2012	3	107
Japan	Japonsko	Asie	2013	3	110
Japan	Japonsko	Asie	2014	5	115
Japan	Japonsko	Asie	2015	5	120
Japan	Japonsko	Asie	2016	2	122
Japan	Japonsko	Asie	2017	16	138
Japan	Japonsko	Asie	2018	4	142
Japan	Japonsko	Asie	2019	2	144
Japan	Japonsko	Asie	2021	4	148
Japan	Japonsko	Asie	2022	4	152
Japan	Japonsko	Asie	2023	16	168
Japan	Japonsko	Asie	2024	6	174
Japan	Japonsko	Asie	2025	2	176
Japan	Japonsko	Asie	2026	5	181
Jordan	Jordánsko	Blízký východ	2015	1	1
Jordan	Jordánsko	Blízký východ	2023	1	2
Jordan	Jordánsko	Blízký východ	2025	1	3
Jordan	Jordánsko	Blízký východ	2026	1	4
Kazakhstan	Kazachstán	Asie	1994	2	2
Kazakhstan	Kazachstán	Asie	1996	3	5
Kazakhstan	Kazachstán	Asie	1997	1	6
Kazakhstan	Kazachstán	Asie	1998	1	7
Kazakhstan	Kazachstán	Asie	1999	9	16
Kazakhstan	Kazachstán	Asie	2000	1	17
Kazakhstan	Kazachstán	Asie	2002	1	18
Kazakhstan	Kazachstán	Asie	2004	2	20
Kazakhstan	Kazachstán	Asie	2005	2	22
Kazakhstan	Kazachstán	Asie	2007	1	23
Kazakhstan	Kazachstán	Asie	2008	1	24
Kazakhstan	Kazachstán	Asie	2009	2	26
Kazakhstan	Kazachstán	Asie	2011	1	27
Kazakhstan	Kazachstán	Asie	2013	1	28
Kazakhstan	Kazachstán	Asie	2014	3	31
Kazakhstan	Kazachstán	Asie	2018	1	32
Kazakhstan	Kazachstán	Asie	2024	1	33
Kazakhstan	Kazachstán	Asie	2025	1	34
Kenya	Kenya	Afrika	2018	1	1
Kosovo	Kosovo	Evropa	2014	1	1
Kosovo	Kosovo	Evropa	2015	3	4
Kosovo	Kosovo	Evropa	2016	1	5
Kosovo	Kosovo	Evropa	2017	1	6
Kosovo	Kosovo	Evropa	2019	1	7
Kosovo	Kosovo	Evropa	2021	2	9
Kosovo	Kosovo	Evropa	2024	1	10
Kosovo	Kosovo	Evropa	2026	1	11
Kurdistan	Kurdistán	Blízký východ	2003	1	1
Kyrgyzstan	Kyrgyzstán	Asie	1999	1	1
Kyrgyzstan	Kyrgyzstán	Asie	2001	1	2
Kyrgyzstan	Kyrgyzstán	Asie	2002	1	3
Kyrgyzstan	Kyrgyzstán	Asie	2005	1	4
Kyrgyzstan	Kyrgyzstán	Asie	2006	1	5
Kyrgyzstan	Kyrgyzstán	Asie	2015	1	6
Kyrgyzstan	Kyrgyzstán	Asie	2017	1	7
Kyrgyzstan	Kyrgyzstán	Asie	2018	1	8
Latvia	Lotyšsko	Evropa	1996	1	1
Latvia	Lotyšsko	Evropa	1998	1	2
Latvia	Lotyšsko	Evropa	2001	1	3
Latvia	Lotyšsko	Evropa	2002	1	4
Latvia	Lotyšsko	Evropa	2003	6	10
Latvia	Lotyšsko	Evropa	2004	3	13
Latvia	Lotyšsko	Evropa	2005	3	16
Latvia	Lotyšsko	Evropa	2006	1	17
Latvia	Lotyšsko	Evropa	2007	2	19
Latvia	Lotyšsko	Evropa	2008	1	20
Latvia	Lotyšsko	Evropa	2012	2	22
Latvia	Lotyšsko	Evropa	2014	1	23
Latvia	Lotyšsko	Evropa	2015	3	26
Latvia	Lotyšsko	Evropa	2016	3	29
Latvia	Lotyšsko	Evropa	2017	1	30
Latvia	Lotyšsko	Evropa	2018	11	41
Latvia	Lotyšsko	Evropa	2019	6	47
Latvia	Lotyšsko	Evropa	2022	1	48
Latvia	Lotyšsko	Evropa	2025	2	50
Latvia	Lotyšsko	Evropa	2026	3	53
Lebanon	Libanon	Blízký východ	2011	1	1
Lebanon	Libanon	Blízký východ	2015	8	9
Lebanon	Libanon	Blízký východ	2016	1	10
Lebanon	Libanon	Blízký východ	2017	1	11
Lebanon	Libanon	Blízký východ	2018	2	13
Lebanon	Libanon	Blízký východ	2021	3	16
Lebanon	Libanon	Blízký východ	2022	5	21
Lebanon	Libanon	Blízký východ	2023	3	24
Lebanon	Libanon	Blízký východ	2024	1	25
Lebanon	Libanon	Blízký východ	2025	1	26
Lebanon	Libanon	Blízký východ	2026	3	29
Liechtenstein	Lichtenštejnsko	Evropa	2017	1	1
Lithuania	Litva	Evropa	1992	1	1
Lithuania	Litva	Evropa	1997	2	3
Lithuania	Litva	Evropa	1998	5	8
Lithuania	Litva	Evropa	1999	1	9
Lithuania	Litva	Evropa	2000	3	12
Lithuania	Litva	Evropa	2001	1	13
Lithuania	Litva	Evropa	2003	6	19
Lithuania	Litva	Evropa	2005	1	20
Lithuania	Litva	Evropa	2006	2	22
Lithuania	Litva	Evropa	2007	1	23
Lithuania	Litva	Evropa	2008	2	25
Lithuania	Litva	Evropa	2009	1	26
Lithuania	Litva	Evropa	2010	1	27
Lithuania	Litva	Evropa	2011	1	28
Lithuania	Litva	Evropa	2012	1	29
Lithuania	Litva	Evropa	2015	1	30
Lithuania	Litva	Evropa	2016	1	31
Lithuania	Litva	Evropa	2017	1	32
Lithuania	Litva	Evropa	2018	11	43
Lithuania	Litva	Evropa	2019	3	46
Lithuania	Litva	Evropa	2021	3	49
Lithuania	Litva	Evropa	2022	4	53
Lithuania	Litva	Evropa	2023	2	55
Lithuania	Litva	Evropa	2025	5	60
Lithuania	Litva	Evropa	2026	5	65
Luxembourg	Lucembursko	Evropa	1997	1	1
Luxembourg	Lucembursko	Evropa	2000	1	2
Luxembourg	Lucembursko	Evropa	2003	2	4
Luxembourg	Lucembursko	Evropa	2004	2	6
Luxembourg	Lucembursko	Evropa	2005	2	8
Luxembourg	Lucembursko	Evropa	2006	2	10
Luxembourg	Lucembursko	Evropa	2007	1	11
Luxembourg	Lucembursko	Evropa	2008	2	13
Luxembourg	Lucembursko	Evropa	2009	1	14
Luxembourg	Lucembursko	Evropa	2010	1	15
Luxembourg	Lucembursko	Evropa	2012	1	16
Luxembourg	Lucembursko	Evropa	2013	2	18
Luxembourg	Lucembursko	Evropa	2014	2	20
Luxembourg	Lucembursko	Evropa	2015	1	21
Luxembourg	Lucembursko	Evropa	2018	1	22
Luxembourg	Lucembursko	Evropa	2019	2	24
Luxembourg	Lucembursko	Evropa	2021	2	26
Luxembourg	Lucembursko	Evropa	2022	4	30
Luxembourg	Lucembursko	Evropa	2023	2	32
Luxembourg	Lucembursko	Evropa	2024	1	33
Luxembourg	Lucembursko	Evropa	2025	3	36
Luxembourg	Lucembursko	Evropa	2026	5	41
Malawi	Malawi	Afrika	2014	1	1
Malaysia	Malajsie	Asie	2007	3	3
Malaysia	Malajsie	Asie	2009	1	4
Malta	Malta	Evropa	2021	1	1
Mauritania	Mauritania	Afrika	2014	1	1
Mexico	Mexiko	Amerika (Jižní)	1994	1	1
Mexico	Mexiko	Amerika (Jižní)	1995	1	2
Mexico	Mexiko	Amerika (Jižní)	1997	1	3
Mexico	Mexiko	Amerika (Jižní)	1998	1	4
Mexico	Mexiko	Amerika (Jižní)	2000	1	5
Mexico	Mexiko	Amerika (Jižní)	2001	3	8
Mexico	Mexiko	Amerika (Jižní)	2002	4	12
Mexico	Mexiko	Amerika (Jižní)	2003	3	15
Mexico	Mexiko	Amerika (Jižní)	2004	3	18
Mexico	Mexiko	Amerika (Jižní)	2005	5	23
Mexico	Mexiko	Amerika (Jižní)	2006	6	29
Mexico	Mexiko	Amerika (Jižní)	2007	2	31
Mexico	Mexiko	Amerika (Jižní)	2008	9	40
Mexico	Mexiko	Amerika (Jižní)	2009	5	45
Mexico	Mexiko	Amerika (Jižní)	2010	2	47
Mexico	Mexiko	Amerika (Jižní)	2011	2	49
Mexico	Mexiko	Amerika (Jižní)	2012	3	52
Mexico	Mexiko	Amerika (Jižní)	2013	4	56
Mexico	Mexiko	Amerika (Jižní)	2014	3	59
Mexico	Mexiko	Amerika (Jižní)	2015	1	60
Mexico	Mexiko	Amerika (Jižní)	2016	9	69
Mexico	Mexiko	Amerika (Jižní)	2017	2	71
Mexico	Mexiko	Amerika (Jižní)	2018	4	75
Mexico	Mexiko	Amerika (Jižní)	2019	2	77
Mexico	Mexiko	Amerika (Jižní)	2021	4	81
Mexico	Mexiko	Amerika (Jižní)	2022	3	84
Mexico	Mexiko	Amerika (Jižní)	2023	3	87
Mexico	Mexiko	Amerika (Jižní)	2024	4	91
Mexico	Mexiko	Amerika (Jižní)	2025	3	94
Mexico	Mexiko	Amerika (Jižní)	2026	6	100
Moldova	Moldávie	Evropa	2002	1	1
Moldova	Moldávie	Evropa	2013	1	2
Moldova	Moldávie	Evropa	2015	1	3
Moldova	Moldávie	Evropa	2024	1	4
Monaco	Monako	Evropa	1994	1	1
Monaco	Monako	Evropa	2010	1	2
Monaco	Monako	Evropa	2021	2	4
Mongolia	Mongolsko	Asie	1997	1	1
Mongolia	Mongolsko	Asie	1998	1	2
Mongolia	Mongolsko	Asie	2004	1	3
Mongolia	Mongolsko	Asie	2023	1	4
Montenegro	Černá Hora	Evropa	2008	1	1
Montenegro	Černá Hora	Evropa	2014	1	2
Montenegro	Černá Hora	Evropa	2015	1	3
Montenegro	Černá Hora	Evropa	2019	1	4
Montenegro	Černá Hora	Evropa	2021	2	6
Morocco	Morocco	Afrika	1998	1	1
Morocco	Morocco	Afrika	2005	2	3
Morocco	Morocco	Afrika	2012	1	4
Morocco	Morocco	Afrika	2016	1	5
Morocco	Morocco	Afrika	2019	2	7
Morocco	Morocco	Afrika	2021	2	9
Morocco	Morocco	Afrika	2022	1	10
Morocco	Morocco	Afrika	2023	2	12
Morocco	Morocco	Afrika	2024	1	13
Myanmar	Myanmar	Asie	2014	1	1
Myanmar	Myanmar	Asie	2025	1	2
Myanmar	Myanmar	Asie	2026	1	3
Namibia	Namibia	Afrika	2024	1	1
Nepal	Nepál	Asie	2017	2	2
Nepal	Nepál	Asie	2018	1	3
Nepal	Nepál	Asie	2023	1	4
Nepal	Nepál	Asie	2024	1	5
Nepal	Nepál	Asie	2026	2	7
Netherlands	Nizozemsko	Evropa	1992	1	1
Netherlands	Nizozemsko	Evropa	1994	1	2
Netherlands	Nizozemsko	Evropa	1995	4	6
Netherlands	Nizozemsko	Evropa	1996	2	8
Netherlands	Nizozemsko	Evropa	1997	3	11
Netherlands	Nizozemsko	Evropa	1998	8	19
Netherlands	Nizozemsko	Evropa	1999	5	24
Netherlands	Nizozemsko	Evropa	2000	3	27
Netherlands	Nizozemsko	Evropa	2001	2	29
Netherlands	Nizozemsko	Evropa	2002	22	51
Netherlands	Nizozemsko	Evropa	2003	4	55
Netherlands	Nizozemsko	Evropa	2004	4	59
Netherlands	Nizozemsko	Evropa	2005	9	68
Netherlands	Nizozemsko	Evropa	2006	8	76
Netherlands	Nizozemsko	Evropa	2007	6	82
Netherlands	Nizozemsko	Evropa	2008	16	98
Netherlands	Nizozemsko	Evropa	2009	5	103
Netherlands	Nizozemsko	Evropa	2010	9	112
Netherlands	Nizozemsko	Evropa	2011	7	119
Netherlands	Nizozemsko	Evropa	2012	4	123
Netherlands	Nizozemsko	Evropa	2013	9	132
Netherlands	Nizozemsko	Evropa	2014	5	137
Netherlands	Nizozemsko	Evropa	2015	6	143
Netherlands	Nizozemsko	Evropa	2016	6	149
Netherlands	Nizozemsko	Evropa	2017	13	162
Netherlands	Nizozemsko	Evropa	2018	7	169
Netherlands	Nizozemsko	Evropa	2019	7	176
Netherlands	Nizozemsko	Evropa	2021	6	182
Netherlands	Nizozemsko	Evropa	2022	6	188
Netherlands	Nizozemsko	Evropa	2023	7	195
Netherlands	Nizozemsko	Evropa	2024	10	205
Netherlands	Nizozemsko	Evropa	2025	6	211
Netherlands	Nizozemsko	Evropa	2026	8	219
New Zealand	Nový Zéland	Austrálie	1997	1	1
New Zealand	Nový Zéland	Austrálie	2000	2	3
New Zealand	Nový Zéland	Austrálie	2002	1	4
New Zealand	Nový Zéland	Austrálie	2005	1	5
New Zealand	Nový Zéland	Austrálie	2007	1	6
New Zealand	Nový Zéland	Austrálie	2008	2	8
New Zealand	Nový Zéland	Austrálie	2009	1	9
New Zealand	Nový Zéland	Austrálie	2013	1	10
New Zealand	Nový Zéland	Austrálie	2014	1	11
New Zealand	Nový Zéland	Austrálie	2015	1	12
New Zealand	Nový Zéland	Austrálie	2016	1	13
Nigeria	Nigeria	Afrika	2023	1	1
Nigeria	Nigeria	Afrika	2025	1	2
North Korea	Severní Korea	Asie	2016	1	1
North Macedonia	Severní Makedonie	Evropa	1995	1	1
North Macedonia	Severní Makedonie	Evropa	2001	1	2
North Macedonia	Severní Makedonie	Evropa	2002	1	3
North Macedonia	Severní Makedonie	Evropa	2003	1	4
North Macedonia	Severní Makedonie	Evropa	2004	1	5
North Macedonia	Severní Makedonie	Evropa	2005	1	6
North Macedonia	Severní Makedonie	Evropa	2007	1	7
North Macedonia	Severní Makedonie	Evropa	2009	1	8
North Macedonia	Severní Makedonie	Evropa	2010	1	9
North Macedonia	Severní Makedonie	Evropa	2011	1	10
North Macedonia	Severní Makedonie	Evropa	2014	1	11
North Macedonia	Severní Makedonie	Evropa	2015	2	13
North Macedonia	Severní Makedonie	Evropa	2016	2	15
North Macedonia	Severní Makedonie	Evropa	2017	1	16
North Macedonia	Severní Makedonie	Evropa	2018	1	17
North Macedonia	Severní Makedonie	Evropa	2019	1	18
North Macedonia	Severní Makedonie	Evropa	2021	2	20
North Macedonia	Severní Makedonie	Evropa	2024	1	21
North Macedonia	Severní Makedonie	Evropa	2026	2	23
Norway	Norsko	Evropa	1994	1	1
Norway	Norsko	Evropa	1996	2	3
Norway	Norsko	Evropa	1998	1	4
